ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
99851857,The Holmes 2,2021.0,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,1003 sq.ft.,Partially Furnished,"Parking, Barbeque area, Sauna
99851602,Unio Residence,2021.0,RM 2 200 per month,Kuala Lumpur - Kepong,Service Residence,2,1.0,2.0,866 sq.ft.,Fully Furnished,"Parking, Security, Lift
99851811,The Hermington,2021.0,RM 2 200 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2.0,2.0,1075 sq.ft.,Fully Furnished,"Parking, Security, Lift
99851477,The Hermington,2021.0,RM 1 800 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2.0,2.0,1075 sq.ft.,Partially Furnished,"Parking, Security, Lift
99851472,Maxim Residences,2017.0,RM 1 500 per month,Kuala Lumpur - Cheras,Service Residence,3,2.0,2.0,1050 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool
99851102,The Havre @ Bukit Jalil,2020.0,RM 1 500 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,3.0,1100 sq.ft.,Partially Furnished,"Minimart, Barbeque area, Club house
99622391,"SkyAwani 3 Residence, Setapak",2021.0,RM 1 550 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Security, Minimart
99851300,The Havre @ Bukit Jalil,2020.0,RM 2 300 per month,Kuala Lumpur - Bukit Jalil,Condominium,4,2.0,3.0,1200 sq.ft.,Fully Furnished,"Minimart, Barbeque area, Club house
99851254,Kiara Residence,2014.0,RM 1 900 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Parking, Minimart, Squash Court
99672807,Residensi KepongMas,2020.0,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,800 sq.ft.,Not Furnished,"Parking, Lift, Swimming Pool
99851010,Residensi KepongMas,2020.0,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,800 sq.ft.,Not Furnished,"Parking, Playground, Lift
99850613,St Mary Residences,2012.0,RM 4 700 per month,Kuala Lumpur - KL City,Condominium,3,2.0,2.0,1453 sq.ft.,Fully Furnished,"Security, Gymnasium, Multipurpose hall
99850872,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018.0,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,4,1.0,2.0,1400 sq.ft.,Not Furnished,"Jogging Track, Security, Parking
99829054,Bayu Tasik 2,1998.0,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,1024 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium
99849901,Far East Residence,2021.0,RM 2 200 per month,Kuala Lumpur - Kuchai Lama,Service Residence,3,2.0,2.0,864 sq.ft.,Partially Furnished,"Playground, Sauna, Barbeque area
99849884,The Henge Kepong,2019.0,RM 1 500 per month,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100 sq.ft.,Partially Furnished,"Sauna, Parking, Barbeque area
99849949,Angkasa Condominiums,2005.0,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,930 sq.ft.,Fully Furnished,"Security, Parking, Playground
99850172,Impiana Sky Residensi,2021.0,RM 1 600 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Security, Gymnasium, Parking
99850123,The Henge Kepong,2019.0,RM 2 200 per month,Kuala Lumpur - Kepong,Condominium,4,2.0,2.0,1300 sq.ft.,Fully Furnished,"Sauna, Parking, Barbeque area
99849365,Putra Majestik,2008.0,RM 1 600 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,1020 sq.ft.,Fully Furnished,"Parking, Security, Lift
99849526,The Henge Kepong,2019.0,RM 2 300 per month,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Sauna, Parking, Barbeque area
99849518,The Henge Kepong,2019.0,RM 1 400 per month,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100 sq.ft.,Not Furnished,"Sauna, Parking, Barbeque area
99848964,Trinity Lemanja,2021.0,RM 1 500 per month,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,960 sq.ft.,Partially Furnished,"Parking, Security, Lift
99450054,Arena Green,2000.0,RM 800 per month,Kuala Lumpur - Bukit Jalil,Condominium,2,1.0,1.0,733 sq.ft.,Not Furnished,"Security, Playground, Parking
99849175,Merdeka Villa,2006.0,RM 1 700 per month,Kuala Lumpur - Ampang,Apartment,3,1.0,2.0,930 sq.ft.,Fully Furnished,"Minimart, Sauna, Security
99849111,Hon Residensi @ City Garden Commercial Centre,2018.0,RM 1 600 per month,Kuala Lumpur - Ampang,Service Residence,1,1.0,1.0,700 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Barbeque area
99521483,Residensi Rampai,2016.0,RM 1 800 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium
98840356,M Vertica,2023.0,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Lift, Barbeque area
98838810,Angkasa Condominiums,2005.0,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,920 sq.ft.,Fully Furnished,"Minimart, Playground, Parking
99848237,M Vertica,2023.0,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1030 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Jogging Track
99847751,Pandan Court,2001.0,RM 1 200 per month,Kuala Lumpur - Ampang,Apartment,3,1.0,2.0,828 sq.ft.,Not Furnished,"Parking, Security, Minimart
99847786,Ketumbar Heights,2010.0,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,903 sq.ft.,Fully Furnished,"Parking, Security, Lift
99847816,Kepong Sentral Condominium,2007.0,RM 1 100 per month,Kuala Lumpur - Kepong,Condominium,3,1.0,2.0,962 sq.ft.,Partially Furnished,"Minimart, Tennis Court, Parking
99848102,The Vyne,2017.0,RM 1 800 per month,Kuala Lumpur - Sungai Besi,Condominium,3,2.0,2.0,1106 sq.ft.,Partially Furnished,"Security, Minimart, Playground
99848096,The Park Residences (Pantai),2010.0,RM 4 000 per month,Kuala Lumpur - Pantai,Condominium,4,2.0,3.0,1910 sq.ft.,Fully Furnished,"Jogging Track, Security, Swimming Pool
99848080,Platinum Splendor Residensi Semarak,2020.0,RM 1 900 per month,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,883 sq.ft.,Fully Furnished,"Parking, Security, Playground
99847975,Suasana Lumayan,2015.0,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,1140 sq.ft.,Partially Furnished,"Minimart, Sauna, Playground
99847965,Parc 3,2021.0,RM 2 800 per month,Kuala Lumpur - Cheras,Service Residence,3,2.0,2.0,865 sq.ft.,Fully Furnished,"Security, Parking, Playground
99847962,Kepong Sentral Condominium,2007.0,RM 1 150 per month,Kuala Lumpur - Kepong,Condominium,3,1.0,2.0,962 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool
99847132,Danau Impian,1997.0,RM 1 600 per month,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,950 sq.ft.,Fully Furnished,"Parking, Playground, Club house
99846731,M Vertica,2023.0,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1030 sq.ft.,Fully Furnished,"Lift, Swimming Pool, Tennis Court
99846955,Puncak Banyan,2007.0,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,900 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool
99846470,M Vertica,2023.0,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000 sq.ft.,Fully Furnished,"Tennis Court, Security, Barbeque area
98851172,Parc 3,2021.0,RM 2 100 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,800 sq.ft.,Partially Furnished,"Playground, Jogging Track, Security
99846558,Pearl Suria,2016.0,RM 2 200 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1.0,2.0,1202 sq.ft.,Partially Furnished,"Playground, Security, Swimming Pool
99846776,M Vertica,2023.0,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000 sq.ft.,Fully Furnished,"Lift, Security, Playground
99846373,Enesta,2021.0,RM 1 600 per month,Kuala Lumpur - Kepong,Service Residence,3,1.0,2.0,803 sq.ft.,Partially Furnished,"Parking, Security, Lift
99846362,EkoCheras Service Apartment,2017.0,RM 2 300 per month,Kuala Lumpur - Cheras,Service Residence,1,1.0,2.0,762 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium
99846006,Nusa Mewah Villa Condominium,2014.0,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,865 sq.ft.,Fully Furnished,"Parking, Security, Lift
99845522,"SkyAwani 3 Residence, Setapak",2021.0,RM 1 300 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security
99845682,The Reach @ Titiwangsa,2017.0,RM 2 500 per month,Kuala Lumpur - Setapak,Condominium,4,2.0,3.0,1500 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool
99845673,Sentul Point Suite Apartment,2020.0,RM 1 200 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,875 sq.ft.,Not Furnished,"Parking, Security, Lift
99845671,"SkyAwani 3 Residence, Setapak",2021.0,RM 1 300 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security
99845669,"SkyAwani 3 Residence, Setapak",2021.0,RM 1 300 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security
99845675,Sentul Point Suite Apartment,2020.0,RM 1 200 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,875 sq.ft.,Not Furnished,"Parking, Security, Lift
99845954,Three28 Tun Razak,2016.0,RM 3 300 per month,Kuala Lumpur - KLCC,Service Residence,2,2.0,2.0,1044 sq.ft.,Fully Furnished,"Swimming Pool, Security, Gymnasium
98480974,Plaza Prima Setapak,2006.0,RM 1 800 per month,Kuala Lumpur - Setapak,Condominium,4,1.0,5.0,1800 sq.ft.,Partially Furnished,"Parking, Security, Lift
99845454,Platinum Hill PV 5,2006.0,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,4,1.0,2.0,1272 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Jogging Track
99718153,Pandan Court,2001.0,RM 1 200 per month,Kuala Lumpur - Ampang,Apartment,3,1.0,2.0,828 sq.ft.,Partially Furnished,"Parking, Minimart, Security
99845277,Damansara Foresta,2016.0,RM 4 000 per month,Kuala Lumpur - Sri Damansara,Condominium,4,3.0,5.0,3150 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Playground
99845244,Kepong Sentral Condominium,2007.0,RM 1 000 per month,Kuala Lumpur - Kepong,Condominium,3,1.0,2.0,936 sq.ft.,Not Furnished,"Lift, Gymnasium, Tennis Court
99771446,Sentul Point Suite Apartment,2020.0,RM 1 800 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,876 sq.ft.,Fully Furnished,"Gymnasium, Playground, Minimart
99844811,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 700 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1.0,2.0,770 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Security
99844787,The Goodwood Residence,2023.0,RM 4 600 per month,Kuala Lumpur - Bangsar South,Service Residence,4,2.0,3.0,1184 sq.ft.,Fully Furnished,"Playground, Parking, Security
99845015,Maxim Residences,2017.0,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,2,2.0,2.0,825 sq.ft.,Partially Furnished,"Parking, Security, Gymnasium
99844619,Puncak Banyan,2007.0,RM 1 050 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,810 sq.ft.,Fully Furnished,"Parking, Security, Minimart
99844577,Majestic Maxim,2021.0,RM 1 200 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,680 sq.ft.,Partially Furnished,"Parking, Barbeque area, Security
99844197,Residensi Gurneymas,2021.0,RM 1 350 per month,Kuala Lumpur - Keramat,Apartment,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Security, Lift"
99844470,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,890 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track
99843940,Paradesa Rustica,2000.0,RM 1 400 per month,Kuala Lumpur - Sri Damansara,Condominium,3,1.0,2.0,955 sq.ft.,Partially Furnished,"Parking, Security, Gymnasium
99844113,OHako,2019.0,RM 2 200 per month,Kuala Lumpur - Puchong,Service Residence,3,2.0,2.0,955 sq.ft.,Fully Furnished,"Tennis Court, Squash Court, Parking
99844069,The Goodwood Residence,2023.0,RM 4 800 per month,Kuala Lumpur - Bangsar South,Service Residence,4,2.0,3.0,1184 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool
99843771,Residensi Gurneymas,2021.0,RM 1 400 per month,Kuala Lumpur - Keramat,Apartment,3,1.0,2.0,825 sq.ft.,Partially Furnished,"Parking, Security, Lift
99843477,Majestic Maxim,2021.0,RM 1 000 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,820 sq.ft.,Partially Furnished,"Playground, Parking, Barbeque area
99843478,Angkasa Condominiums,2005.0,RM 1 250 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,920 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Security
99843139,Midfields 2,2017.0,RM 1 600 per month,Kuala Lumpur - Sungai Besi,Condominium,3,2.0,2.0,1040 sq.ft.,Fully Furnished,"Security, Swimming Pool, Jogging Track
99842463,Puncak Banyan,2007.0,RM 1 099 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,820 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool
97184975,Platinum Splendor Residensi Semarak,2020.0,RM 2 200 per month,Kuala Lumpur - Keramat,Condominium,3,2.0,2.0,926 sq.ft.,Partially Furnished,"Parking, Security, Lift
99600360,Sri Pelangi (Jalan Genting Kelang),2003.0,RM 1 200 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift
99842251,One Maxim,2020.0,RM 1 599 per month,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,900 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Parking
99842078,Sentul Point Suite Apartment,2020.0,RM 1 300 per month,Kuala Lumpur - Sentul,Apartment,2,1.0,2.0,743 sq.ft.,Not Furnished,"Parking, Gymnasium, Minimart
99841532,Solaris Dutamas,2009.0,RM 2 300 per month,Kuala Lumpur - Mont Kiara,Condominium,1,1.0,1.0,672 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool
99634007,Riverville Residences,2015.0,RM 1 800 per month,Kuala Lumpur - Old Klang Road,Condominium,3,2.0,2.0,1210 sq.ft.,Partially Furnished,"Parking, Security, Lift
99840776,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 400 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,2.0,2.0,770 sq.ft.,Not Furnished,"Minimart, Parking, Gymnasium
99841147,Platinum Splendor Residensi Semarak,2020.0,RM 2 400 per month,Kuala Lumpur - Keramat,Condominium,3,2.0,2.0,1065 sq.ft.,Fully Furnished,"Parking, Minimart, Playground
99840818,The Manhattan,2017.0,RM 2 800 per month,Kuala Lumpur - Bukit Bintang,Condominium,1,1.0,1.0,175 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool
99767929,Setia SKY Residences,2011.0,RM 4 000 per month,Kuala Lumpur - KLCC,Condominium,4,2.0,3.0,1200 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Security
99840479,Sky Awani 2 Residence,2020.0,RM 1 150 per month,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Gymnasium, Swimming Pool
99840636,Majestic Maxim,2021.0,RM 1 300 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Not Furnished,"Parking, Swimming Pool, Gymnasium
99840626,Majestic Maxim,2021.0,RM 1 600 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Parking
99840391,Continew Condominium,2020.0,RM 2 000 per month,Kuala Lumpur - KL City,Condominium,2,1.0,2.0,927 sq.ft.,Not Furnished,"Security, Parking, Playground
99435835,Mont Kiara Pelangi,1994.0,RM 2 500 per month,Kuala Lumpur - Mont Kiara,Condominium,3,1.0,2.0,1300 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Sauna
99840075,One Maxim,2020.0,RM 1 250 per month,Kuala Lumpur - Sentul,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Multipurpose hall
99840168,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,819 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Multipurpose hall
99840261,Bayu Sentul Condominium,2015.0,RM 1 400 per month,Kuala Lumpur - Sentul,Condominium,3,2.0,2.0,1316 sq.ft.,Partially Furnished,"Parking, Security, Lift
99840235,M Vertica,2023.0,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000 sq.ft.,Fully Furnished,"Security, Jogging Track, Swimming Pool
99575699,The Holmes 2,2021.0,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,1018 sq.ft.,Partially Furnished,"Playground, Jogging Track, Parking
99839744,SkyMeridien Residences @ Sentul East,2022.0,RM 2 700 per month,Kuala Lumpur - Sentul,Service Residence,3,2.0,2.0,980 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Club house
99839973,M Vertica,2023.0,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1030 sq.ft.,Fully Furnished,"Security, Jogging Track, Swimming Pool
99839432,PV9 Residences @ Taman Melati,2022.0,RM 2 050 per month,Kuala Lumpur - Setapak,Service Residence,3,2.0,2.0,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift
99838845,The Annex @ Medan Connaught,2019.0,RM 1 200 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,1.0,595 sq.ft.,Partially Furnished,"Jogging Track, Tennis Court, Squash Court
99838383,Legasi Kampong Bharu,2020.0,RM 3 000 per month,Kuala Lumpur - KL City,Apartment,3,1.0,2.0,950 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Jogging Track
99837543,Papillon Desahill,2011.0,RM 4 200 per month,Kuala Lumpur - Taman Desa,Condominium,4,2.0,3.0,1712 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Playground
99837528,The Havre @ Bukit Jalil,2020.0,RM 1 700 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,3.0,1023 sq.ft.,Partially Furnished,"Tennis Court, Barbeque area, Sauna
99837480,Majestic Maxim,2021.0,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track
97706445,Southbank Residence,2017.0,RM 1 700 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,1.0,2.0,954 sq.ft.,Partially Furnished,"Swimming Pool, Jogging Track, Security
98766364,Verticas Residensi,2012.0,RM 6 500 per month,Kuala Lumpur - Bukit Bintang,Condominium,4,2.0,4.0,2433 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Security
97706676,Southbank Residence,2017.0,RM 2 100 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,1.0,2.0,954 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Security
99837415,The Havre @ Bukit Jalil,2020.0,RM 2 100 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,3.0,1023 sq.ft.,Fully Furnished,"Gymnasium, Club house, Parking
99837351,Sentul Utama Condominium,2009.0,RM 1 150 per month,Kuala Lumpur - Sentul,Condominium,4,1.0,3.0,1030 sq.ft.,Not Furnished,"Security, Lift, Parking
99771540,Puncak Banyan,2007.0,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,810 sq.ft.,Fully Furnished,"Security, Minimart, Parking
99422290,Residensi Desa,2013.0,RM 1 500 per month,Kuala Lumpur - Kuchai Lama,Condominium,2,2.0,1.0,1208 sq.ft.,Partially Furnished,"Parking, Security, Lift
99836837,Court 28 @ KL City,2019.0,RM 2 000 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,3,2.0,2.0,859 sq.ft.,Partially Furnished,"Squash Court, Security, Parking
98529906,Residensi Desa,2013.0,RM 1 300 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Security, Lift
99835057,One Maxim,2020.0,RM 1 650 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,890 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Sauna
98432503,Mizumi Residences,2020.0,RM 1 600 per month,Kuala Lumpur - Kepong,Service Residence,4,2.0,2.0,932 sq.ft.,Partially Furnished,"Tennis Court, Parking, Security
99834999,Desa Dua Aman Puri,1990.0,RM 850 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,850 sq.ft.,Not Furnished,"Jogging Track, Security, Parking
99834900,Paraiso @ The Earth Bukit Jalil,2020.0,RM 2 450 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Club house
99834847,Serini Melawati,2018.0,RM 2 000 per month,Kuala Lumpur - Taman Melawati,Service Residence,2,2.0,1.0,633 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security
99834352,Platinum Splendor Residensi Semarak,2020.0,RM 1 200 per month,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,900 sq.ft.,Not Furnished,"Minimart, Lift, Security
99834690,Villa Wangsamas,2010.0,RM 1 700 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,3.0,1267 sq.ft.,Partially Furnished,"Swimming Pool, Squash Court, Jogging Track
99834681,Villa Wangsamas,2010.0,RM 2 000 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,3.0,1267 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium
99834032,Royal Regent (Sri Putramas 3),2013.0,RM 1 998 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1100 sq.ft.,Fully Furnished,"Gymnasium, Playground, Swimming Pool
99834115,Platinum Splendor Residensi Semarak,2020.0,RM 1 800 per month,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,900 sq.ft.,Fully Furnished,"Minimart, Lift, Security
99833800,Sky Awani 2 Residence,2020.0,RM 1 200 per month,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,800 sq.ft.,Not Furnished,"Parking, Barbeque area, Multipurpose hall
99833929,Ascenda Residences @ SkyArena Setapak,2017.0,RM 1 700 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,908 sq.ft.,Fully Furnished,"Security, Gymnasium, Jogging Track
99833919,The Era,2021.0,RM 2 300 per month,Kuala Lumpur - Segambut,Condominium,2,1.0,2.0,1020 sq.ft.,Partially Furnished,"Playground, Security, Parking
98632632,The Elements,2015.0,RM 2 800 per month,Kuala Lumpur - Ampang,Service Residence,4,2.0,3.0,1450 sq.ft.,Fully Furnished,"Sauna, Multipurpose hall, Playground
99833463,Secoya Residences,2019.0,RM 4 300 per month,Kuala Lumpur - Pantai,Condominium,3,2.0,2.0,1360 sq.ft.,Fully Furnished,"Security, Gymnasium, Jogging Track
99833157,Central Residence @ Sg Besi,2015.0,RM 1 900 per month,Kuala Lumpur - Sungai Besi,Apartment,2,2.0,2.0,875 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Playground
99833096,Maxim Residences,2017.0,RM 1 500 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,1050 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Security
99833184,Platinum OUG Residence,2021.0,RM 2 000 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2.0,3.0,1250 sq.ft.,Partially Furnished,"Security, Playground, Lift
99832936,Platinum Splendor Residensi Semarak,2020.0,RM 1 200 per month,Kuala Lumpur - Keramat,Condominium,3,2.0,2.0,936 sq.ft.,Not Furnished,"Squash Court, Playground, Tennis Court
99832985,Arcoris,2012.0,RM 4 000 per month,Kuala Lumpur - Mont Kiara,Service Residence,2,1.0,2.0,886 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool
98421950,i-Zen @ Kiara 1,2008.0,RM 2 600 per month,Kuala Lumpur - Mont Kiara,Condominium,2,2.0,2.0,913 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking
99832656,Mizumi Residences,2020.0,RM 1 300 per month,Kuala Lumpur - Kepong,Service Residence,4,1.0,2.0,932 sq.ft.,Partially Furnished,"Minimart, Parking, Lift
99832797,One Maxim,2020.0,RM 1 700 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,890 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Gymnasium
99832391,KM1,2014.0,RM 2 800 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,3.0,1500 sq.ft.,Partially Furnished,"Parking, Security, Lift
99831905,Villa Crystal,2017.0,RM 2 000 per month,Kuala Lumpur - Segambut,Condominium,3,2.0,2.0,1203 sq.ft.,Partially Furnished,"Sauna, Parking, Security
99831924,Eco Sky,2018.0,RM 2 450 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,3,2.0,2.0,1088 sq.ft.,Fully Furnished,"Parking, Security, Lift
99832045,Verve Suites (Sri Hartamas),2012.0,RM 2 300 per month,Kuala Lumpur - Sri Hartamas,Service Residence,1,1.0,1.0,672 sq.ft.,Fully Furnished,"Parking, Security, Lift
99832009,Majestic Maxim,2021.0,RM 1 200 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Jogging Track, Lift, Parking
99831998,The Era,2021.0,RM 1 500 per month,Kuala Lumpur - Segambut,Service Residence,1,1.0,1.0,300 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium
99831989,Platinum Teratai Residence,2019.0,RM 1 450 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,928 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Multipurpose hall
99831733,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 450 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,1.0,2.0,850 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking
99831228,South View,2017.0,RM 3 400 per month,Kuala Lumpur - Bangsar South,Service Residence,3,1.0,2.0,1119 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground
97695356,Sentul Utama Condominium,2009.0,RM 1 500 per month,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,877 sq.ft.,Fully Furnished,"Parking, Security, Lift
